,time,consent,age,gender,pronouns,ethnicity,religion,political_affil,education,degree_name,income,disability,disability_name,cert_license,time_in_bx_anal,time_cert_license,country_live,province_live,state_live,country_practice,province_practice,state_practice,define_diversity,familiar_cis_fem,familiar_cis_male,familiar_trans_fem,familiar_trans_male,familiar_non_binary,familiar_gender_fluid,familiar_gender_neutral,familiar_asian,familiar_black,familiar_white,familiar_latinx,familiar_nat_amer,familiar_pac_isl,familiar_agnostic,familiar_amish,familiar_buddhism,familiar_christian,familiar_hinduism,familiar_islam,familiar_jehovah,familiar_judaism,familiar_atheist,familiar_paganism,familiar_wiccan,actions_recommend,survey_feedback,browser,ip_address,unique_id,location
285,3/9/21 22:15,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,,She/her/hers,White ,Christian ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Safari 14.0.3 / OS X,104.15.65.59,776255328,"37.73929977417, -122.17469787598"
286,3/9/21 22:29,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,female,She/her/hers,white,christian,democrat,Master's degree,,"$200,000 to $249,999",Yes,"ADHD, dyslexia ","Board Certified Assistant Behavior Analyst
Licensed Behavior Analyst",6-10 years,6-10 years,United States,,Ky,United States,,KY,"Diversity is being of different backgrounds, cultures, identities, etc",Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,"Include diversity in our overall university training, required CEU, and functional analysis process.",,Chrome 88.0.4324.192 / OS X,96.29.40.86,776258932,"38.214500427246, -85.205299377441"
287,3/9/21 22:31,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,White/Caucasian ,Christian ,Democrat,Master's degree,,"$75,000 to $99,999",No,,Board Certified Behavior Analyst,16-20 years,0-5 years,United States,,New Jersey ,United States,,New Jersey ,,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,"Create curricula for certificates at all levels to use culturally/politically sensitive language, to avoid misgendering others, and to avoid imposition of their own values on others. ",,Chrome Mobile 89.0.4389.72 / Android,174.249.112.15,776259208,"37.750999450684, -97.821998596191"
288,3/9/21 22:45,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,African American,Christian,,Doctoral degree,,"$150,000 to $199,999",No,,"Board Certified Behavior Analyst
Licensed Behavior Analyst",0-5 years,0-5 years,United States,,,United States,,,"Diversity is representation or variety including culture, ethnicity, religion etc.",Very familiar,Very familiar,Very familiar,Very familiar,Not at all familiar,Somewhat familiar,Not at all familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Not at all familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Not at all familiar,Not at all familiar,To increase diversity more outreach needs to be done with people of color. Most ABA programs are offered at universities that are not diverse. Universities can promote ABA programs through minority student clubs on campus.,,Chrome 88.0.4324.190 / Windows,71.222.97.66,776262667,"36.110000610352, -115.21179962158"
289,3/9/21 22:54,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,White,Christian,,Bachelor's degree,,"$35,000 to $49,999",No,,Registered Behavior Technician,0-5 years,0-5 years,United States,,AZ,United States,,AZ,flexible ,Not at all familiar,Not at all familiar,Somewhat familiar,Somewhat familiar,Not at all familiar,Not at all familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat familiar,Somewhat unfamiliar,Somewhat unfamiliar,let it go whatever it is holding you back from embracing others,,Chrome 88.0.4324.182 / Windows,72.211.170.206,776264678,"33.352798461914, -111.78900146484"
290,3/9/21 23:10,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,Mexican. White.,Catholic. ,Democrat.,Doctoral degree,,"$200,000 to $249,999",Yes,,"Board Certified Behavior Analyst
Other: Licensed Clinical Psychologist ",16-20 years,6-10 years,United States,,California ,United States,,California,"Comprehensive representation across races, ethnicities, gender identity and sexual orientations. ",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,"Incorporate cultural competence and cultural humility into behavior analytic curriculum. Stop dismissing ""mentalistic"" thinking - experiential trauma is real and has a direct impact on behavior. Consider radically reconceptualizing how the field recruits for BAs. Encourage universities to provide lower cost tuition to minority students. Match demographic hiring to the communities being served.",,Chrome Mobile 83.0.4103.106 / Android,104.32.220.249,776268355,"33.978199005127, -117.90399932861"
291,3/9/21 23:17,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Male,He/him/his,White,Spiritual with Christian history,Independent/Unaffiliated,Master's degree,,"$75,000 to $99,999",No,,"Board Certified Behavior Analyst
Licensed Behavior Analyst",6-10 years,0-5 years,United States,,Maryland,United States,,Maryland,"Embracing the unique cultural/ethnic/racial background, history and experience of individuals and groups.",Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Include CEU requirements to address racial inequities and increasing awareness related to sexual orientation.,"Better define ""familiarity"".",Mobile Safari 13.1.1 / iOS,73.250.171.83,776269855,"39.367000579834, -76.671897888184"
292,3/9/21 23:23,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",46-60,Female ,She/her/hers,White,Methodist ,Democrat,Master's degree,,"$200,000 to $249,999",Yes,Depression ,"Board Certified Behavior Analyst
Licensed Behavior Analyst",11-15 years,0-5 years,United States,,New York ,United States,,New York ,Being able to recognize differences in others and respect these differences ,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Listen to all voices,,Chrome Mobile 88.0.4324.181 / Android,107.77.224.72,776271004,"40.758800506592, -73.968002319336"
293,3/9/21 23:24,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,Chicano,Spiritualism,None they are all terrible,Master's degree,,"$50,000 to $74,999",Yes,PTSD from Military Service,"None at this time
Other: Eligible to sit for the BCBA exam within 30 days",0-5 years,I have not yet obtained certification,United States,,Arizona,Other: Not yet certified,,,"The inclusion of individuals of different ethnicities, races, abilities, religion, sexual orientations etc. in any capacity.",Not at all familiar,Not at all familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,"Diversify governing boards that concern themselves with the certification of hard working individuals despite their race, religion, sexual orientation. Additionally, remove the need for demographic information on applications. ",No additional comments at this time.,Mobile Safari 14.0.3 / iOS,75.167.215.17,776271139,"41.910598754883, -91.714202880859"
294,3/9/21 23:26,"No, I am either under the age of 18 or do not wish to participate in this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome Mobile 83.0.4103.106 / Android,5.38.70.93,776271643,"25.258199691772, 55.304698944092"
295,3/9/21 23:33,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female ,She/her/hers,White ,"Raised and baptized Christian, but do not currently practice. ",Liberal ,Master's degree,,"$100,000 to $149,999",No,,"Registered Behavior Technician
Other: Autism Specialist ",0-5 years,0-5 years,United States,,Kansas ,United States,,Kansas ,Diversity is different. Everyone comes together as one  ,Somewhat unfamiliar,,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Not at all familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Not at all familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Prefer not to answer,Prefer not to answer,Just knowledge of diversity as a whole. ,How the field is primarily women ,Mobile Safari 14.0 / iOS,75.87.164.83,776272986,"38.899799346924, -94.705200195312"
296,3/9/21 23:38,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,female,She/her/hers,White/Caucasian,Agnostic,Dem,Master's degree,,"$75,000 to $99,999",No,,Board Certified Behavior Analyst,16-20 years,0-5 years,United States,,CA,United States,,CA,"Representation within a group by as many different genders/sexual orientation, races, ethnicity, religions/creed, abilities, backgrounds (SES/education), ages, AND political beliefs as possible.",Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,"Include a class/test questions on this topic.
Ensure that, as a field, we are reaching out to first understand and serve underrepresented populations.
CE on this topic.
Easily accessible forums/platforms where people can ask and answer questions honestly.","Demographic section seems to include the identifiable parameters that I am aware of, however I'm sure that there are others who can speak from a more informed position.  I'd imagine myself more of an insider looking out than an outsider looking in and it's often the outsiders who have a more objective critique. ",Chrome 88.0.4324.182 / OS X,172.116.220.240,776274139,"33.684799194336, -117.37239837646"
297,3/9/21 23:40,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,White,Catholic Unitarian Universalist  Quaker ,Liberal,Master's degree,,"$100,000 to $149,999",No,,Board Certified Behavior Analyst,16-20 years,11-15 years,United States,,California ,United States,,California ,,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Help move more black women up through Managua day supervisory positions ,,Mobile Safari 14.0.3 / iOS,68.6.93.110,776274584,"34.438598632812, -119.76959991455"
298,3/9/21 23:42,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,Hispanic,Christian,Republican,Other: Incomplete BA but I have graduate coursework in ABA with FIT,,"$50,000 to $74,999",No,,Registered Behavior Technician,0-5 years,0-5 years,United States,,NY,,,,,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,"To truly increase diversity one must honor free speech so that all ideologies, people and backgrounds can be included. Even hate speech that which we can cannot agree in is speech that helps us to understand others.
 ",,Mobile Safari 14.0.2 / iOS,24.164.157.226,776274878,"40.56600189209, -74.125801086426"
299,3/9/21 23:45,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,European  (I have impression that only in US you are asked everywhere about your ethnicity),Catholic,"Liberal (but only from the economic point of view, I'm not the leftist)",Other: + Postgraduate ABA studies at FIT (USA),,"$100,000 to $149,999",No,,Board Certified Behavior Analyst,6-10 years,0-5 years,United Arab Emirates,,,"Romania
United Arab Emirates",,,"Serving people of different origin, who come from different backgrounds, cultures, who present with differences in functioning compared to the general population.",Not at all familiar,Not at all familiar,Somewhat familiar,Somewhat familiar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat unfamiliar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat unfamiliar,"I work in a very diverse environment as I live in the United Arab Emirates where 80% of population is non native for the country.  We have here all nationalities, all religions and all races and I feel that it teaches  people being more open towards each other as we are all neighbours. I think that in US you should stop asking people what's your race/ethnicity, but treat everyone equally. ",,Chrome 88.0.4324.190 / Windows,217.165.201.192,776275364,"25.116399765015, 56.341400146484"
300,3/9/21 23:45,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female,She/her/hers,Mixed White and Black Caribbean ,None,UK - left wing Green Party/labour,Master's degree,,"$75,000 to $99,999",No,,Board Certified Behavior Analyst,6-10 years,0-5 years,"United Arab Emirates
United Kingdom",,,"United Arab Emirates
United Kingdom",,,"Diversity to me means how varied a group of individuals are across one type of identity e.g. race, sexuality, gender, disability. ",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,"Ensure that everyone gets 'a seat at the table'. Not just listening to diverse voices, but allocating positions of power where their perspectives get to shape policy and decision making directly. 

Appreciate that the majority our 'consumers' are autistic, and subsequently, those voices should be the loudest. ",It was great that fields were left open so I could write exactly how I identify. ,Mobile Safari 12.1.2 / iOS,94.204.111.63,776275507,"24, 54"
301,3/9/21 23:53,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female,She/her/hers,White,Do not identify ,,Master's degree,,"$50,000 to $74,999",No,,"Board Certified Behavior Analyst
Licensed Behavior Analyst",6-10 years,6-10 years,United States,,MO,United States,,MO,"A variety of people. A mix of different backgrounds, beliefs, cultures,  races,  etc. ",Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat unfamiliar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,,,Mobile Safari 14.0.3 / iOS,76.205.1.226,776277035,"38.613399505615, -90.290702819824"
302,3/9/21 23:55,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female,She/her/hers,White ,Do not identify with a religion,Democrat,Bachelor's degree,,"$50,000 to $74,999",Yes,ADHD and ASD,Registered Behavior Technician,0-5 years,0-5 years,United States,,CO,United States,,CO,"Inclusion of people of different races, ethnicities, religious views, disabilities, etc in a common community ",Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat unfamiliar,Not at all familiar,Not at all familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Not at all familiar,Not at all familiar,Hire people with different experiences and views to share to create a diverse work environment and include training to understand and eliminate personal biases ,,Chrome Mobile 88.0.4324.181 / Android,161.97.247.103,776277325,"40.168899536133, -105.09449768066"
303,3/9/21 23:56,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,Female ,She/her/hers,Black ,Christian ,Democrat,Master's degree,,"$50,000 to $74,999",No,,None at this time,0-5 years,I have not yet obtained certification,United States,,,,,,"People with various abilities, genders, sexual orientations, cultures, ethnicities, backgrounds, thought processes, and disciplines.",Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat unfamiliar,Somewhat unfamiliar,Very familiar,Somewhat unfamiliar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat unfamiliar,Somewhat familiar,"Stop equating formal education to knowledge, do more recruiting in underrepresented areas, educate underrepresented areas in autism and ABA",,Chrome Mobile 83.0.4103.106 / Android,98.251.59.152,776277513,"33.687801361084, -84.250701904297"
304,3/9/21 23:56,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,F,She/her/hers,Latinx,Atheism,Democratic,Bachelor's degree,,Prefer not to say,Yes,ADHD,Registered Behavior Technician,0-5 years,0-5 years,United States,,CA,United States,,CA ,"Diversity to me, is having differences that can be celebrated/observed as well as can be used as a learning and teaching opportunity.",Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat unfamiliar,Very familiar,Very familiar,Very familiar,Very familiar,Not at all familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,,Somewhat familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,,,Chrome 88.0.4324.192 / OS X,76.87.83.196,776277673,"37.750999450684, -97.821998596191"
305,3/10/21 0:41,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,non-binary,They/theirs,White,Atheist ,None,Master's degree,,"$50,000 to $74,999",Yes,,Board Certified Behavior Analyst,6-10 years,0-5 years,United States,,Illinois ,United States,,Illinois,Variability ,Very familiar,Very familiar,,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,"A shift from diversity, to equity and justice, as a goal/ value","By considering systemic oppression, and by considering categorical opposition outside of race, gender, religion, and country (including but not limited to ableism/disability, classism, caste-ism, ageism, sexism, heterosexism, sizeism, etc.)",Mobile Safari / iOS,73.168.89.211,776285764,"41.996799468994, -87.756202697754"
306,3/10/21 0:59,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",18-30,female ,She/her/hers,south-asian,islam,,Bachelor's degree,,"$20,000 to $34,999",No,,Registered Behavior Technician,0-5 years,0-5 years,United States,,Virginia,,,,"Diversity is coming from a background that is different in culture, morals, values, ethics, practices and perspectives",Somewhat unfamiliar,Somewhat unfamiliar,Somewhat familiar,Somewhat familiar,Not at all familiar,Not at all familiar,Not at all familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Not at all familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Not at all familiar,Not at all familiar,Include licensed/certified professionals that are representative of the community being taken care of. Expand marketing efforts to areas that have large communities of people of color. ,,Safari 14.0.3 / OS X,71.163.23.153,776288732,"38.743801116943, -77.233299255371"
307,3/10/21 1:16,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,White Caucasian ,Christian ,Democratic ,Master's degree,,"$75,000 to $99,999",No,,Board Certified Behavior Analyst,11-15 years,0-5 years,United Arab Emirates,,,United Arab Emirates,,,A variety of differences within one construct or system ,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Very familiar,"Speaking more openly about the lack of diversity 
Research studies on the topic 
Appointing a diverse group  of people to the board ",,Mobile Safari 14.0.1 / iOS,87.200.253.236,776291637,"24, 54"
308,3/10/21 1:42,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,Hispanic,Catholic,Democrat,Master's degree,,"$100,000 to $149,999",No,,Board Certified Behavior Analyst,21-25 years,6-10 years,United States,,,United States,,California,Not just one type of gender or ethnicity or religion,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Not at all familiar,Not at all familiar,"Good Question, but not an easy question to answer.  Would love to see more Diversity in speakers that are asked to present topics at well known conferences. 

Within any field- we do not discriminate based on age, race, or gender- and we studied to make a change one person at a time- so we must read about tolerance and diversity and these topics need to be discussed regularly everywhere",,Chrome Mobile 88.0.4324.93 / Android,98.35.59.159,776295979,"37.750999450684, -97.821998596191"
309,3/10/21 2:21,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",31-45,Female,She/her/hers,Hawaiian,Christian,,"High school graduate, diploma, or the equivalent (example: GED)",,"$50,000 to $74,999",No,,Registered Behavior Technician,0-5 years,0-5 years,United States,,California,"Germany
United States",,Californiw,,Not at all familiar,Not at all familiar,Somewhat familiar,Somewhat familiar,Not at all familiar,Not at all familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Not at all familiar,Somewhat familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,,,Chrome 89.0.4389.72 / Windows,107.132.48.35,776302492,"38.615299224854, -120.97679901123"
310,3/10/21 3:33,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",46-60,male,He/him/his,white,catholic,democrat,Doctoral degree,,"$75,000 to $99,999",No,,"Board Certified Behavior Analyst
Licensed Behavior Analyst",26+ years,21-25 years,United States,,,United States,,,"everyone is accepted regardless of race, gender, disability, sexual orientation",Somewhat unfamiliar,Somewhat unfamiliar,Somewhat familiar,Somewhat familiar,Somewhat unfamiliar,Somewhat unfamiliar,Somewhat unfamiliar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Somewhat familiar,Very familiar,Somewhat familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Not at all familiar,Not at all familiar,,,Chrome 88.0.4324.190 / Windows,68.192.196.210,776313515,"40.815200805664, -73.362396240234"
311,3/10/21 3:53,"Yes, I am at least 18 years of age, am a student of behavior analysis and/or am currently certified or licensed in behavior analysis. I understand the research procedures and agree to participate in this study. I understand I may contact Dr. Noor Syed at noor.syed@esc.edu with additional questions about research procedures.",46-60,Female,She/her/hers,African American,Christian,,Doctoral degree,,"$75,000 to $99,999",No,,Board Certified Behavior Analyst,0-5 years,0-5 years,United States,,Georgia,United States,,Georgia,"The practice of including individuals from a range of social and ethnic backgrounds including  gender, sexual orientation, and ability.",Somewhat unfamiliar,Somewhat unfamiliar,Somewhat familiar,Somewhat familiar,Not at all familiar,Somewhat familiar,Somewhat familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,More recruiting efforts aimed at ethnic minorities. ,None at this time.,Chrome 88.0.4324.190 / Windows,96.32.190.27,776316695,"33.94100189209, -83.434097290039"
